Month,cough: (United States),vomiting: (United States),body aches: (United States),Vaccine: (United States),lockdown: (United States),Quarantine: (United States),WHO Guidelines: (United States),Face mask: (United States),Should I be worried: (United States),How dangerous is: (United States),What is a pandemic: (United States),emergency result: (United States),outbreak news: (United States),Ebola: (United States),Zika virus: (United States),Swine influenza: (United States),COVID-19: (United States),Avg_Return,Volatility,Outbreak,Event
2022-01-01,78,16,9.0,32,1.0,5.0,0.5,2.0,14,59,7.0,2.0,1.0,0.5,0.5,0.5,100.0,-0.2631311067537339,1.1791136225119223,1,0
2022-02-01,46,15,4.0,13,1.0,1.0,0.5,1.0,15,62,6.0,3.0,1.0,0.5,0.5,0.5,31.0,-0.1579853471185849,1.4198788373672302,1,0
2022-03-01,47,16,3.0,9,0.5,1.0,0.5,1.0,13,63,6.0,2.0,1.0,0.5,0.5,0.5,22.0,0.1631173982446315,1.459391686709612,1,0
2022-04-01,52,15,4.0,9,1.0,1.0,0.5,1.0,13,72,7.0,3.0,1.0,0.5,0.5,0.5,21.0,-0.4478804422073391,1.5432952410553216,1,0
2022-05-01,59,14,5.0,8,0.5,1.0,0.5,1.0,14,74,6.0,2.0,3.0,0.5,0.5,0.5,25.0,0.0188507861707691,1.969680610417342,1,0
2022-06-01,57,13,5.0,9,0.5,1.0,0.5,1.0,15,63,4.0,2.0,1.0,0.5,0.5,0.5,25.0,-0.4000850259476756,1.8530090746324124,1,0
2022-07-01,49,13,5.0,9,0.5,2.0,0.5,1.0,15,62,3.0,2.0,2.0,0.5,0.5,0.5,28.0,0.4438928250698265,1.2125788349759814,1,0
2022-08-01,49,12,4.0,10,0.5,1.0,0.5,1.0,14,62,4.0,1.0,2.0,0.5,0.5,0.5,20.0,-0.181224217544872,1.2197965023876618,1,0
2022-09-01,53,12,4.0,8,0.5,1.0,0.5,1.0,13,64,5.0,2.0,1.0,0.5,0.5,0.5,16.0,-0.4550043565301146,1.4998228023883062,1,0
2022-10-01,68,13,4.0,8,0.5,1.0,0.5,1.0,13,68,5.0,2.0,2.0,0.5,0.5,0.5,13.0,0.3812439411907729,1.7605000248086573,1,0
2022-11-01,88,14,5.0,6,0.5,1.0,0.5,1.0,12,66,5.0,2.0,1.0,0.5,0.5,0.5,11.0,0.2641573628950027,1.760144412001415,1,0
2022-12-01,90,15,6.0,6,0.5,1.0,0.5,1.0,14,62,4.0,2.0,1.0,0.5,0.5,0.5,14.0,-0.2829738574880753,1.125442507712456,1,0
