Date,Adj Close ^GSPC,Close ^GSPC,High ^GSPC,Low ^GSPC,Open ^GSPC,Volume ^GSPC,Return
2002-01-03,1165.27001953125,1165.27001953125,1165.27001953125,1154.010009765625,1154.6700439453125,1398900000,0.9180090573510657
2002-01-04,1172.510009765625,1172.510009765625,1176.550048828125,1163.4200439453125,1165.27001953125,1513000000,0.6213143831922618
2002-01-07,1164.8900146484375,1164.8900146484375,1176.969970703125,1163.550048828125,1172.510009765625,1308300000,-0.6498874255845943
2002-01-08,1160.7099609375,1160.7099609375,1167.5999755859375,1157.4599609375,1164.8900146484375,1258800000,-0.358836770714277
2002-01-09,1155.1400146484375,1155.1400146484375,1174.260009765625,1151.8900146484375,1160.7099609375,1452000000,-0.4798740836654547
2002-01-10,1156.550048828125,1156.550048828125,1159.9300537109375,1150.8499755859375,1155.1400146484375,1299000000,0.12206608392113516
2002-01-11,1145.5999755859375,1145.5999755859375,1159.4100341796875,1145.449951171875,1156.550048828125,1211900000,-0.9467876684872145
2002-01-14,1138.4100341796875,1138.4100341796875,1145.5999755859375,1138.1500244140625,1145.5999755859375,1286400000,-0.627613613781075
2002-01-15,1146.18994140625,1146.18994140625,1148.81005859375,1136.8800048828125,1138.4100341796875,1386900000,0.6834011465972845
2002-01-16,1127.5699462890625,1127.5699462890625,1146.18994140625,1127.489990234375,1146.18994140625,1482500000,-1.624512172419068
2002-01-17,1138.8800048828125,1138.8800048828125,1139.27001953125,1127.5699462890625,1127.5699462890625,1380100000,1.003047183988226
2002-01-18,1127.5799560546875,1127.5799560546875,1138.8800048828125,1124.449951171875,1138.8800048828125,1333300000,-0.9922071491006434
2002-01-22,1119.31005859375,1119.31005859375,1135.260009765625,1117.9100341796875,1127.5799560546875,1311600000,-0.7334200485323628
2002-01-23,1128.1800537109375,1128.1800537109375,1131.93994140625,1117.4300537109375,1119.31005859375,1479200000,0.7924520153362424
2002-01-24,1132.1500244140625,1132.1500244140625,1139.5,1128.1800537109375,1128.1800537109375,1552800000,0.35189158770061457
2002-01-25,1133.280029296875,1133.280029296875,1138.31005859375,1127.8199462890625,1132.1500244140625,1345100000,0.09981052496972342
2002-01-28,1133.06005859375,1133.06005859375,1138.6300048828125,1126.6600341796875,1133.280029296875,1186800000,-0.0194100926018681
2002-01-29,1100.6400146484375,1100.6400146484375,1137.469970703125,1098.739990234375,1133.06005859375,1812000000,-2.8612820387958315
2002-01-30,1113.5699462890625,1113.5699462890625,1113.7900390625,1081.6600341796875,1100.6400146484375,2019600000,1.1747648157926616
2002-01-31,1130.199951171875,1130.199951171875,1130.2099609375,1113.300048828125,1113.5699462890625,1557000000,1.4933956271208082
2002-02-01,1122.199951171875,1122.199951171875,1130.199951171875,1118.510009765625,1130.199951171875,1367200000,-0.7078393510550951
2002-02-04,1094.43994140625,1094.43994140625,1122.199951171875,1092.25,1122.199951171875,1437600000,-2.473713328594973
2002-02-05,1090.02001953125,1090.02001953125,1100.9599609375,1082.5799560546875,1094.43994140625,1778300000,-0.40385239132636475
2002-02-06,1083.510009765625,1083.510009765625,1093.5799560546875,1077.780029296875,1090.02001953125,1665800000,-0.5972376331605855
2002-02-07,1080.1700439453125,1080.1700439453125,1094.030029296875,1078.43994140625,1083.510009765625,1441600000,-0.30825426532377076
2002-02-08,1096.219970703125,1096.219970703125,1096.300048828125,1079.9100341796875,1080.1700439453125,1371900000,1.4858703819622843
2002-02-11,1111.93994140625,1111.93994140625,1112.010009765625,1094.6800537109375,1096.219970703125,1159400000,1.434016084658829
2002-02-12,1107.5,1107.5,1112.6800537109375,1102.97998046875,1111.93994140625,1094200000,-0.3992968721525436
2002-02-13,1118.510009765625,1118.510009765625,1120.56005859375,1107.5,1107.5,1215900000,0.9941318072799188
2002-02-14,1116.47998046875,1116.47998046875,1124.719970703125,1112.300048828125,1118.510009765625,1272500000,-0.18149406613717778
2002-02-15,1104.1800537109375,1104.1800537109375,1117.0899658203125,1103.22998046875,1116.47998046875,1359200000,-1.1016701573680177
2002-02-19,1083.3399658203125,1083.3399658203125,1104.1800537109375,1082.239990234375,1104.1800537109375,1189900000,-1.8873813034917086
2002-02-20,1097.97998046875,1097.97998046875,1098.3199462890625,1074.3599853515625,1083.3399658203125,1438900000,1.3513776940142774
2002-02-21,1080.949951171875,1080.949951171875,1101.5,1080.239990234375,1097.97998046875,1381600000,-1.5510327692499937
2002-02-22,1089.8399658203125,1089.8399658203125,1093.9300537109375,1074.3900146484375,1080.949951171875,1411000000,0.8224261112921738
2002-02-25,1109.4300537109375,1109.4300537109375,1112.7099609375,1089.8399658203125,1089.8399658203125,1367400000,1.7975196822479944
2002-02-26,1109.3800048828125,1109.3800048828125,1115.050048828125,1101.719970703125,1109.4300537109375,1309200000,-0.004511219788716492
2002-02-27,1109.8900146484375,1109.8900146484375,1123.06005859375,1102.260009765625,1109.3800048828125,1393800000,0.04597250386524365
2002-02-28,1106.72998046875,1106.72998046875,1121.5699462890625,1106.72998046875,1109.8900146484375,1392200000,-0.28471597527511827
2002-03-01,1131.780029296875,1131.780029296875,1131.7900390625,1106.72998046875,1106.72998046875,1456500000,2.2634291353989644
2002-03-04,1153.8399658203125,1153.8399658203125,1153.8399658203125,1130.9300537109375,1131.780029296875,1594300000,1.9491364003959566
2002-03-05,1146.1400146484375,1146.1400146484375,1157.739990234375,1144.780029296875,1153.8399658203125,1549300000,-0.6673326804381263
2002-03-06,1162.77001953125,1162.77001953125,1165.2900390625,1145.1099853515625,1146.1400146484375,1541300000,1.4509575331346891
2002-03-07,1157.5400390625,1157.5400390625,1167.93994140625,1150.68994140625,1162.77001953125,1517400000,-0.4497863189539708
2002-03-08,1164.31005859375,1164.31005859375,1172.760009765625,1157.5400390625,1157.5400390625,1412000000,0.5848626658938816
2002-03-11,1168.260009765625,1168.260009765625,1173.030029296875,1159.5799560546875,1164.31005859375,1210200000,0.33925251634825404
2002-03-12,1165.5799560546875,1165.5799560546875,1168.260009765625,1154.3399658203125,1168.260009765625,1304400000,-0.2294055851038812
2002-03-13,1154.0899658203125,1154.0899658203125,1165.5799560546875,1151.010009765625,1165.5799560546875,1354000000,-0.9857745214894464
2002-03-14,1153.0400390625,1153.0400390625,1157.8299560546875,1151.0799560546875,1154.0899658203125,1208800000,-0.09097442910928066
2002-03-15,1166.1600341796875,1166.1600341796875,1166.47998046875,1153.0400390625,1153.0400390625,1493900000,1.1378611906534442
2002-03-18,1165.550048828125,1165.550048828125,1172.72998046875,1159.1400146484375,1166.1600341796875,1169500000,-0.0523071734310987
2002-03-19,1170.2900390625,1170.2900390625,1173.93994140625,1165.550048828125,1165.550048828125,1255000000,0.4066741054269407
2002-03-20,1151.8499755859375,1151.8499755859375,1170.2900390625,1151.6099853515625,1170.2900390625,1304900000,-1.5756831948543715
2002-03-21,1153.5899658203125,1153.5899658203125,1155.0999755859375,1139.47998046875,1151.8499755859375,1339200000,0.151060491492383
2002-03-22,1148.699951171875,1148.699951171875,1156.489990234375,1144.5999755859375,1153.5899658203125,1243300000,-0.42389538686392614
2002-03-25,1131.8699951171875,1131.8699951171875,1151.0400390625,1131.8699951171875,1148.699951171875,1057900000,-1.4651307364919819
2002-03-26,1138.489990234375,1138.489990234375,1147.0,1131.6099853515625,1131.8699951171875,1223600000,0.5848723922133869
2002-03-27,1144.5799560546875,1144.5799560546875,1146.949951171875,1135.3299560546875,1138.489990234375,1180100000,0.5349160618494997
2002-03-28,1147.3900146484375,1147.3900146484375,1154.449951171875,1144.5799560546875,1144.5799560546875,1147600000,0.24551003002324379
2002-04-01,1146.5400390625,1146.5400390625,1147.8399658203125,1132.8699951171875,1147.3900146484375,1050900000,-0.07407904680065691
2002-04-02,1136.760009765625,1136.760009765625,1146.5400390625,1135.7099609375,1146.5400390625,1176700000,-0.8530037298018711
2002-04-03,1125.4000244140625,1125.4000244140625,1138.8499755859375,1119.6800537109375,1136.760009765625,1219700000,-0.9993301359980666
2002-04-04,1126.3399658203125,1126.3399658203125,1130.449951171875,1120.06005859375,1125.4000244140625,1283800000,0.08352064917889201
